id,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,target
11,-1.091379326,-4.051051029,20.89431039,-1.853310334,-0.002834061146,0.9274664748,7.087707655,-4.93877563,-1.080530385,-4.052159724,-38.22421972,-11.03619527,-2.854655528,0.04772356258,35.9775166,-4.027085639,-2.948601643,-0.01012438017,-4.228550163,2.07502618,1.041048822,-1.875494367,34.9751332,4.914687827,-7.060714647,-2.059203993,-44.92009137,-11.90997835,5.085696787,1.91568061,32.04002592,3.977186512,3
12,-6.909562593,0.9418804641,-23.12717837,-42.03569133,0.1203511842,0.9517011655,-1.851254447,10.01093469,-3.002494997,-7.07887948,4.987434663,9.935187167,-0.07773109775,1.96854076,-11.85919636,6.992614958,-1.048846865,-14.92862769,0.9341662262,-12.13092523,0.9966851208,-4.982237661,-0.859808785,3.08817359,-3.919405246,16.0150413,-8.896068272,-6.038760449,11.19526857,5.070427832,28.06646228,27.05585078,0
13,0.9931140091,-6.904577087,35.15501774,5.064372534,-10.04066442,-3.7606444,-1.118244727,-3.972663267,20.97006755,0.9690904296,-0.01325457368,-2.828585221,-3.999962373,8.053576873,-44.97498308,-7.889721767,-7.977126298,-0.0006993711783,19.01610388,1.008323534,0.2276847843,-5.019182384,6.926564459,-1.016215973,-14.06618775,0.0469392378,-6.798233718,2.254334984,11.97978243,-5.013333113,12.92131478,-8.912792394,2
14,11.87778686,-1.301841087,-24.9826665,-6.140992804,-7.21054934,-4.011622329,3.183043956,-6.168784592,-16.96881366,-7.954367173,-15.89127704,3.085619466,-14.06259349,-4.077508682,11.99096118,-10.05643624,6.063136548,-4.84621394,9.966283515,-0.966242391,22.89457032,11.93197959,12.15696708,-3.863490247,-5.209616111,3.975606099,-6.885790006,-29.9302462,-3.037329933,0.1803023011,1.861478167,31.1289045,2
15,-3.063084693,-3.737054213,-25.89357922,-14.91024325,0.08343845381,-0.8294096331,0.08250703147,3.00745977,1.293787572,-0.0852111399,-0.9553329246,-0.9838010017,-0.1007977303,-0.04683471251,-6.870456261,-2.116500892,-1.139307163,-1.00878419,-11.91896287,-5.086728833,-2.951665461,7.679191527,2.988504142,1.035930896,-0.1850891332,-21.18735218,-6.895586283,-4.149435537,-1.028442285,3.063227645,1.987342554,2.223905692,0
16,4.085817787,-8.908994612,-34.09052081,-26.04977699,-4.060961918,-0.8787196427,69.00661354,-1.022470462,8.132233621,17.12677647,-37.13044952,10.09465744,-1.947168767,-27.92458118,17.1277093,-3.127289161,5.213662511,22.03614876,-22.86887593,16.79597531,0.9951534922,-28.03601921,26.91152504,-2.014272219,-6.028590283,-11.06914778,6.877263688,-17.99194654,0.06058319375,1.753234304,-2.12407777,18.04450765,3
17,-3.094493759,-5.704548696,3.927387722,-0.7040095423,-0.8568819707,-0.9373509623,-9.900236653,-2.968854893,-0.9944462534,0.9391983206,15.95653175,-0.07050239572,0.02262130799,3.919444942,10.09859071,5.048335272,2.17256915,3.978350166,-26.9956612,-1.112896148,2.004485816,1.070448506,-10.22768738,2.865394951,-4.790557431,-5.899648878,20.94749033,0.005929716948,-6.904552895,-5.100251927,18.92732889,-3.04434656,1
18,-0.9276402266,5.033419894,28.13995059,-21.06966947,0.9682977271,0.9190342355,-31.93774046,27.01860101,29.99826099,-4.193530997,-7.922146984,-10.03691854,-45.76312913,0.9729068945,19.01639321,-8.142521969,17.94987442,5.967495286,21.2006485,11.9835216,-23.07788285,-8.050811027,-28.79802441,-0.7945894857,25.06733954,-6.066578774,22.93164671,-11.03103484,-31.08773123,-3.110292337,8.911180481,34.23242727,2
19,4.017881317,4.133991448,-1.22103983,-12.75797402,-2.988050536,-2.058162176,-43.11177087,6.958552225,14.90163374,1.069157953,46.1181108,-16.13786051,13.91844262,-4.141358451,1.784080147,2.967111742,10.90260259,-5.962250441,-27.87837011,5.153226889,-15.89807477,5.054019703,55.22077919,-12.17375973,-6.065429799,11.16036248,-6.906199685,32.06647667,26.01551426,-0.04931649757,-6.052779049,-14.01329318,2
20,-4.056585763,-0.9867047573,14.95249101,-0.8087124818,-2.081275241,1.096532555,11.14802073,-2.039040979,-2.914738534,-0.9100571559,3.936341656,12.9479941,0.8248082144,0.114853394,-48.07069479,-33.04179138,-3.959265022,-3.971850542,-17.01666342,11.00208139,-1.057442651,-1.924333297,23.97657184,-0.05115750126,-0.9156988562,-4.06324691,28.16650775,-1.062014463,-3.058590162,4.043737224,13.98647465,-1.917811018,1
21,0.0752820004,4.125934491,37.05384791,10.04190485,-1.885245507,1.068950152,31.08378805,-1.993665515,-1.982866742,1.0514657,-8.916264142,-0.884289091,-2.127841577,-0.07057062688,42.80236617,-13.17492197,-0.00400150869,-4.96646816,-1.128927341,-3.017402187,0.8388821773,5.060783757,2.910234966,0.91369628,-0.08339781296,-0.2401863905,25.03123719,0.9375117116,7.061964319,-0.1292437842,-11.18013219,-12.19271181,3
22,5.062199962,2.109219361,-29.96538347,20.08273959,4.036881729,7.010142545,9.071527848,-45.01516921,3.947475521,-4.062429045,6.062001513,24.0279103,11.08987658,4.164588134,22.87305206,-21.29515193,0.171720661,-9.041293606,-35.98448668,15.12101761,32.98914284,-3.013631943,41.95435759,14.02522502,-53.03189244,2.818551397,-17.04141131,-13.06894331,-13.72443302,-2.978349357,22.12559676,-6.932925126,2
23,-3.104748594,-6.085194235,-9.050098322,-13.09808531,0.3228193248,-0.07954332678,-36.13919179,18.92540654,0.8615492583,5.047631602,56.10767134,-12.07365141,-2.96404548,-0.9844442617,-8.861293673,0.03397307404,-0.1615402856,-0.03391503193,35.0989961,-2.88132983,-3.940410683,-1.967437435,-52.0324629,-14.02472764,-4.119875549,-5.047592443,4.133154137,6.002569462,0.9128770843,-1.944636842,-18.02762545,0.02905896075,3
24,-3.039776919,5.025351922,-5.170253927,5.099153088,-7.987113753,-2.906612807,-42.16216086,-4.169366818,-8.182704432,-2.908292502,42.82064024,-5.020095132,13.14603039,0.9347887922,23.06442649,34.04552731,-1.016722737,7.056204884,-3.882235086,5.939468542,4.998400379,-9.048891988,-18.77910163,-2.019064507,9.975778258,-2.038513101,-9.885215729,15.05924912,-16.00136346,12.88721261,-1.995735192,-15.1281406,0
25,-2.11937867,-4.944000705,12.01447587,-7.169355342,0.7814881034,2.850179247,-13.80942092,-7.996233069,1.834218654,-1.927973598,2.946597833,8.094723274,2.104373381,1.642254182,-59.08955679,-11.04291155,0.06058526842,-4.751707694,-8.081634183,-20.96034466,1.911815958,7.80124963,84.94171524,0.01154056434,-5.164673979,-9.121066191,-59.03177259,16.97128667,2.02988459,9.160889262,60.09489599,8.903127737,3
26,0.06694500132,4.039164211,3.920036308,-17.9829704,-2.087488164,-2.019469347,34.12243959,-0.9313825461,-0.9672499853,-2.189538479,-32.04339139,-0.9331765621,-0.881054613,-2.004527522,-15.98415056,3.910023884,-3.987152952,-6.961767797,-17.02434945,-9.12294666,0.9910521997,1.776576225,33.97619622,-4.11772784,-3.992848525,0.9421196863,0.8337957319,-0.9648650383,0.1557047038,-5.071734909,-82.00342249,5.046026856,3
27,-1.899869036,-2.956272729,50.91775456,-21.08376499,0.07780749895,0.04701381675,-18.94370754,10.12029309,0.9720726632,2.192993533,-34.96547246,-17.90063295,7.024439573,4.916584361,42.98060295,29.08291477,-4.89581131,1.073282129,-58.92137356,2.049097103,-4.891897073,-5.897963485,15.06993796,-28.81918559,-1.062060616,-0.1073976052,19.88473041,10.13031952,-3.954461787,-4.981680934,-53.93135511,-6.025241055,3
28,9.823064574,-0.04794172183,-19.119315,-2.003203699,9.9160457,3.005015986,44.87576422,4.028506806,2.095456892,2.049879999,-22.87766807,5.841259081,1.977614208,-0.04992555583,2.893281355,-1.938128074,-5.127734834,-1.074237148,-12.96023612,-6.925542346,-2.879884128,-5.900970744,23.97424918,-11.87610277,7.025165315,9.047715416,-50.0418323,1.986787086,0.04478108472,-4.015640374,9.069077203,3.048420791,2
29,-2.025149384,-0.8411716699,17.82673742,-4.983125627,-0.1008788301,-3.1525015,-53.0270508,6.959471985,1.925529697,1.873495578,28.23118616,0.9946069032,-1.91519663,1.123136034,8.064051102,-7.974328564,-4.909690806,-3.972617682,-53.88499082,-7.04685859,-1.958466796,-1.102017558,79.96603363,-3.029712557,6.976976793,2.962677035,-1.903000708,-5.959687632,3.084118642,3.810185334,17.0547373,5.923189629,3
30,-6.0909952,-4.021167232,26.06905967,-0.9766471024,-10.95818508,-3.035082986,-38.01495284,-8.910895333,-2.943543298,-1.013657471,-8.068125223,-9.020673216,32.16458794,-14.00135364,2.863038814,21.8369791,-58.11552519,12.15657962,-26.95185179,-20.8297168,-52.01799645,-8.108507075,17.91128825,44.94219663,15.08403788,7.003635673,-13.88910774,-5.943756483,-22.12997042,-1.024913649,-9.079884927,-4.818449281,2
31,-5.013110666,18.01346476,7.906419737,-1.08744929,-0.8448684989,-17.08776569,-52.92810826,-0.03247934825,2.033461453,0.002510706037,-12.00158581,-11.9756578,2.997162228,-1.155685716,63.9067099,4.090069285,4.925303755,3.154684537,14.12900902,-14.98282057,-1.906691154,-1.97520575,28.93743184,-3.968326544,-7.904029325,-0.9972674608,-83.94636577,29.96603438,4.025593254,0.8869037024,7.048454358,-6.85810014,3
32,0.1491944227,-3.1264234,29.04382099,3.955695633,-4.859143347,-6.855304572,14.8414739,-18.97176852,-2.981107964,-5.928115497,5.02490599,26.8842042,-1.077627551,6.05326706,16.92046338,-13.98727441,1.968148236,-0.9465405711,-9.035643171,13.02559383,6.985743368,4.978789895,-4.096215265,7.904795366,-6.068729818,-3.008817414,1.994694202,-25.95805487,4.008787842,-2.150215696,-18.14942147,5.049477508,1
33,-1.035973181,-1.961615291,3.152255126,3.993394485,-0.9754148304,7.964152611,14.03128875,-10.97394969,-6.065800371,-2.939626108,6.999395098,0.9137987056,4.117970881,2.074146415,7.887710654,2.990170116,-5.90606504,0.002197907725,-7.209292395,-1.013368666,2.983731506,12.91108144,-14.94579427,-0.1150311823,-3.10809183,-22.06489015,-16.08589096,-7.953403129,-39.0693454,-12.83247492,-13.99722372,-21.18445866,0
34,-0.02714078909,-3.093149216,4.99885714,-3.019351972,4.055044465,-0.009953581984,-26.99586849,5.999087723,-10.97278687,-0.04883488741,29.04859625,-8.054104536,3.780946516,-4.156633746,1.959853234,0.1183571555,2.955495321,1.921131655,-30.92665052,14.01666401,1.76909296,-1.84481377,-2.903540434,-14.9582987,2.077107393,-3.27503236,21.0172773,14.99301066,0.009003521619,6.066673947,-9.035665113,-4.903840814,1
35,-6.024711078,-10.95081979,2.788067573,21.95498919,-3.939536647,-1.918548694,-1.968443485,0.2114515785,0.9222970856,0.1003276299,6.694929797,-6.035864583,-2.058582882,2.851970957,-12.96952689,2.009057013,7.172291361,11.14690492,26.03046069,-20.0275705,1.894077553,-3.916411128,-15.98631964,6.93178177,-2.986847882,3.847078694,12.81848853,9.861069598,0.03025683087,-5.096225967,0.952801602,15.88579994,0
36,0.9868292177,-0.00426032801,1.01823794,-9.966493489,-3.077295978,-1.942638561,-10.81928049,4.827045698,-2.065988909,0.01572041105,-9.985767084,4.910069613,3.169003392,-4.891185768,22.8841642,5.945436669,11.09010592,8.989610062,-48.00710374,-10.92563393,5.027981228,-1.985912651,13.88857593,-3.009415466,6.00030665,-0.04030396098,-20.96241729,-13.05350169,-4.917021563,0.02253206859,17.09807062,4.883062614,1
37,6.94450214,-2.872160357,9.951323031,6.909556887,-5.968637362,-1.110942833,-19.24985016,-2.037889792,-8.975857984,-0.9369503969,11.11866589,-2.889097653,52.0747163,-6.070617355,21.19178563,1.044333809,-24.99801279,4.90164142,-75.13219454,6.969599735,-13.03684313,3.111285267,-31.95778614,9.061039942,-4.841664772,3.868056511,20.96983114,-8.980728535,-20.89640355,5.133721663,17.87607878,0.2176401046,2
38,2.897727343,1.012893597,-41.00985707,2.989435702,-0.08470967327,-6.099174717,-5.018725695,1.810724498,5.175857754,-1.813098717,-7.02034142,1.09513135,-2.003476157,-1.977114294,12.21006737,-2.990152387,-2.276288597,-0.781915176,19.91979675,-3.130801616,-6.023530413,-2.002626493,10.96410261,-1.907451399,-4.950361138,-1.762416242,3.147981454,-5.088527435,3.003671285,-4.135943604,-3.848919989,-4.931465954,1
39,2.182820833,-1.091716231,-36.10883715,6.054710565,0.9335475093,6.985759223,44.05397767,-0.2056842701,-4.948187289,-4.170352164,-27.00108861,-3.992470155,-0.9270799831,-2.09229719,-13.91877922,-4.014872504,-1.99422443,-3.068686555,-15.19638772,5.030154779,-3.905158796,-0.8530078249,30.89959572,-7.034693421,1.994949243,1.947892636,-26.1411357,-3.852467549,-4.042597834,-0.01596530538,23.96451753,1.080811039,3
40,-3.106467285,-2.997047495,-18.032657,4.032612762,-7.292179943,-3.025210773,12.12429347,-22.96450602,-5.929601517,3.070920792,2.933717205,11.98207721,-1.106328994,-6.180375163,0.1379926285,-27.77364235,5.902591045,6.897718751,-75.8036913,-7.942378218,-4.957016031,1.058988671,60.93472095,10.00364081,3.953984694,-8.041821212,9.019160774,-2.066606195,-10.10433553,-2.90212133,4.970554473,-11.12901477,3
41,-3.889087869,-6.047574992,5.896938224,23.98804486,10.8701391,6.043287571,0.9391276865,-8.882738637,7.986222166,0.01079516372,15.12093454,17.03888441,-9.103344461,-7.05668265,3.955851759,-0.03676733484,38.95666077,-2.022425499,-8.817911907,-7.040915465,-2.079942532,-3.998821958,-31.94297873,-6.075355951,-0.08654238404,5.089433723,-1.168555003,24.00322833,29.91782691,-1.974277993,-45.90590076,4.908880354,2
42,-5.118129281,-0.3368508497,12.14943027,-14.09851743,-1.936608511,-0.8873323491,9.037034794,-1.900188944,2.922946731,2.013274551,-34.9733904,6.051461892,-1.799545445,-1.972411138,7.102946576,3.804538962,0.1481303874,0.1330434168,18.04031939,-8.046694546,-1.871221985,-3.974551893,-26.09823413,0.1862490158,-2.84589302,-3.063026826,4.973333196,-6.183083584,0.8734618076,4.025058502,35.2820508,-2.113689779,3
43,6.015586431,0.9627083556,8.084383302,5.921773641,30.00904433,-2.872402602,-24.08565762,-10.95742653,-21.0202413,-0.9329644701,6.925608918,23.98399794,-18.74029443,-1.940192542,-12.00364803,-8.978684964,-1.928568877,2.138120635,7.09256225,9.077848974,-21.97648901,-7.997306979,-1.104313546,-10.01020939,3.034901878,-2.045871367,-2.099875432,-1.045162079,8.925777841,4.047712785,5.091188963,7.863612209,2
44,4.933353722,-13.95647657,-12.24935437,-1.758181047,-4.986320238,-14.84186825,-2.945512358,-19.88113142,4.012014906,-0.9723918972,-2.046021938,0.881048608,-0.007715399406,5.945916685,-1.868117144,8.854612681,-10.02297855,-11.00624065,0.05401829833,-3.10272951,1.979490159,11.08072604,0.8874908738,0.09587053266,3.083356058,4.952913057,-4.941680966,-13.09722961,-6.93918796,-10.08314177,5.038313245,6.914433126,0
45,-3.021177876,-0.05740691526,5.94925112,-7.955685695,14.9736059,10.16107558,-5.962756818,8.924441933,-22.92423211,-8.054432377,-25.87488067,-10.0752658,4.83621532,4.105468286,21.87475502,-10.056914,-24.02873213,-1.068856713,-46.95766265,15.0674917,-9.955654998,1.962161273,18.00253498,-8.956675234,10.94018289,-1.862213562,8.064038127,31.03636316,17.00801663,-7.988061994,15.00592513,-6.968310332,2
46,-17.98994166,-8.106659164,-15.01057511,4.025268088,-10.84612171,7.065379312,-5.997900203,6.942379679,9.07292817,-26.00091733,-35.73372237,-11.06123129,16.97618776,0.03907755954,66.02815424,6.879625637,4.080522291,10.98883694,-26.97433188,0.9325495381,-3.825405341,-8.286528569,9.917650256,-25.0060834,6.971461006,5.973071006,-15.02754447,2.050756453,-7.906236679,5.896372571,25.04240727,-4.101972111,3
47,1.991507436,10.22645358,-1.815649882,-13.87632292,-27.90097104,-0.9897642009,7.847304543,-7.013926831,-7.126209871,-6.974402483,2.071146692,2.801849928,35.92510432,13.8466577,-0.8935838455,3.889576801,-16.30652012,-6.111335825,2.084677728,-16.95927735,-0.9865096952,2.114132691,2.047997749,12.05504592,-3.024220441,-2.847211307,-8.0614947,10.93823435,2.093688476,-10.89399835,0.1478020749,-15.00863404,0
48,0.03331489094,0.2134147946,11.95181232,-5.828181273,3.074585585,1.908358593,-26.93408107,0.9122279622,-1.104546992,0.05800077025,18.95942866,2.083205943,0.008901854576,2.055012818,-13.93330208,-4.104127891,-3.036644438,-3.027898513,14.24829352,-2.04959187,-3.009568481,-11.12049546,14.13676125,-1.943318589,0.1803683078,-0.007858617405,-29.94841529,0.02487250113,2.079291083,0.9667317999,9.939098101,-6.932520517,1
49,0.9084113871,0.3072987021,-10.93517307,16.09567577,4.014836691,0.9786995137,18.03453647,11.06408606,-1.912777043,7.014058363,6.972478771,10.10029277,-4.086965391,-10.83816091,2.847852136,8.083089853,3.019293969,23.92914019,-8.944896646,8.848999202,-3.920649943,-11.17208738,-1.956501931,-7.831999756,-3.907630576,0.9205317302,-9.021864224,5.852064445,-2.985496672,-2.125472245,2.960522215,-5.8392661,0
50,-9.948734378,-32.08992358,-1.050576502,-17.13328327,16.873843,-2.957341386,-39.00993729,5.207653955,-20.14488841,1.226604978,43.96105452,9.844810347,3.976927412,12.02157399,42.95877711,29.10645276,0.007374636002,5.829768064,-0.0419294186,-5.045462389,-2.808249168,-0.9461212118,5.003031349,5.044855212,20.05881753,1.033760257,-31.10429898,-12.9773543,5.1097512,-8.943792948,-11.81219823,-11.1034715,0
51,-4.98387708,-3.090223814,55.8337434,-3.988300539,8.16783444,-0.9916782355,-75.08665394,39.93688074,-0.02524969781,2.895085533,44.04630445,-11.08508014,11.01638987,18.00523188,-37.95205789,-3.872344649,-3.993182845,-29.95137338,-6.899129508,-7.994461226,-4.879878815,4.998921467,115.9079275,-2.907785166,-1.923774137,-11.04913631,7.027972354,2.994463078,-0.9518871472,0.002603009215,21.96743205,4.879832442,3
52,2.014721858,6.976286134,30.07702733,-2.181164153,-0.07207788382,-3.960664749,-24.05145486,0.1338468398,0.05762596139,-5.033096355,-20.93046143,-3.137117646,-7.80812388,-4.94040512,12.0536092,-8.019109712,-3.044241472,1.057941047,-4.095391846,-0.9874017255,-2.017911051,-3.811440295,-56.13751081,-12.02726848,7.045194687,-1.079777457,-44.12148413,29.05785172,2.959138263,-5.979800036,-24.94727958,10.81050315,3
53,3.099970099,5.899609911,-1.100910966,-13.05641068,-9.054135686,-9.052253053,-1.969236313,-27.99592152,0.9089648375,4.903267051,-24.07628418,17.86336806,3.036127132,1.052593188,17.07036571,-5.103139871,-7.036570458,8.011622858,-4.20068409,-12.86455395,-16.12317339,-9.129329779,9.068519231,9.91776198,0.9370942588,-12.08684906,-14.00547786,-10.08019745,8.846236171,15.07892728,-1.945725008,-8.015354266,0
54,-0.1089521851,-14.12122354,21.11599767,-26.85108664,2.105736694,1.048775905,-4.290993161,9.949591977,-0.96798981,-1.178737944,13.88017943,-31.97100474,-3.992969466,8.014666865,-43.92399002,-9.968749024,-0.9601454776,-7.016276555,34.92436163,19.06304292,-1.946816596,-2.869099489,-21.87590902,0.02184885593,2.136794845,0.9367017446,6.076408719,1.026712058,-0.103737922,6.094209081,-0.9969531899,-14.95315174,0
55,3.038228086,-0.9136765284,21.0558524,-8.03198477,0.8575374929,-1.107492243,47.77142007,0.8756359215,-5.136171219,5.031370876,-92.92330235,-9.182433125,4.140382305,-1.906187565,37.09272856,2.946441902,1.97905292,4.000358264,-31.9469309,1.052067308,-4.85245928,-1.071581635,10.88970729,0.1259160848,-1.911887262,-2.176125127,2.898343727,-6.885668554,-5.008942038,-4.085840905,59.94402417,-8.058437156,1
56,-2.94986042,-3.769749071,-21.89356791,23.02889907,0.9530883024,3.158773485,13.93816683,5.972938739,2.98102539,9.085384035,42.97657535,-0.07108600532,2.07809859,-2.929149842,15.97633943,-7.009902746,1.135423235,-4.090359658,-22.06421211,2.105615613,-0.9329831566,-2.062912767,2.081112873,1.943595548,-3.989975631,-0.7856582096,-28.97770342,-5.082667926,-6.95281124,-8.96242419,-10.10480179,1.019430393,3
57,-0.08502262804,0.9313607526,-44.9757709,5.016606669,-0.06917231858,1.917762629,-32.93625907,-6.091734152,1.795319989,-4.938045471,16.00627209,9.187905464,-0.8337016405,-3.030852247,7.864152633,3.172929836,-2.932267093,1.890648022,24.08084462,-0.9601695512,-1.003233337,-0.04058438499,-11.25368903,0.09560975441,-2.072413397,-1.050671406,-35.02791948,0.09056930103,-2.237967654,-0.8505624177,18.00282159,-15.98015998,3
58,4.913380389,5.827687534,-21.03883534,23.99607615,-1.885922172,0.08566993351,38.72368088,-5.998211504,0.08883312179,0.1269137253,-31.79063062,3.112466741,3.050522597,0.9775655383,-15.00752491,-9.843537604,-2.042632887,-4.79870895,-17.94391978,-11.01289522,4.081932533,3.048891106,-12.91477191,4.951798707,2.745437004,1.133384203,-20.07141004,4.983107628,-3.006300399,-0.07709097678,31.18201059,1.149511359,3
59,22.02196455,1.049428142,-4.118876465,-1.943658059,-8.965582505,-0.910914333,-15.98830006,5.121253848,-21.05344198,-3.924504829,-13.87952838,37.80473897,-8.028605048,-4.034840788,79.94528658,-35.2293813,-0.1077904284,-0.8860281634,-36.85075624,-19.94177841,38.95586123,-1.119314593,-23.81946527,2.915379628,-29.85245131,-2.054267989,6.048811305,0.9614694151,1.134627343,0.9639978207,-24.94048181,-13.00759433,2
60,-4.140256082,-1.030083317,-4.932918757,-0.9192582221,1.050310315,-2.069784866,-31.79700392,2.001945675,-1.987121944,-1.967439629,35.02913707,-11.00071846,-2.036445783,-1.067304857,-12.02560589,0.1726151934,-0.9637463874,0.1782434259,4.902276695,-0.09641294149,0.8989345767,-0.1027527183,-10.97166516,-19.08481568,-1.003917476,-0.9393136322,21.02303056,-3.139206496,-4.910305133,-1.124432281,-5.035529966,0.9991525299,3
61,-0.2015446448,1.943043692,-58.98496064,-1.118284294,-5.198946446,-0.9716254987,-32.86711655,1.965616365,-7.900496098,-4.00022323,28.16177604,-17.80558913,5.963741706,-9.044775618,1.999024336,0.07575755062,0.8118126098,4.993926861,13.02031597,23.0533535,3.001032848,0.8113063955,-13.03491338,3.991070894,-1.86338632,0.9610659301,0.01338856695,-0.009786005003,-0.002188544143,-3.861712415,23.03782319,0.8122418732,1
62,11.88323032,9.967152511,54.12313478,-6.022272811,0.9068668693,0.9491052251,-15.26257637,-12.94646251,-9.037030919,-7.911972701,22.91868697,10.18278553,15.99701533,-1.344529915,-16.02028451,2.105960381,-2.058671305,-5.915950786,-11.01438334,-6.799918593,2.200292705,10.98643158,0.08734779824,-24.97609334,-9.057686512,-10.09263428,3.208440475,49.94008773,-9.012390875,-3.115324753,-5.002145646,-12.16927749,0
